37.0123,1.908,-73.5666
48.7385,1.908,1.18558
23.7998,1.908,1.25119
77.915,1.908,82.9024
45.8222,1.908,76.4313
48.7666,1.908,53.4687
21.2677,1.908,31.7099
40.4585,1.908,33.5585
99.3938,1.908,59.3933
60.1594,1.908,24.7836
58.5119,1.908,-5.94839
94.2928,1.908,3.20448
89.548,1.908,26.8198
131.089,1.908,66.7473
131.591,1.908,105.341
85.7218,1.908,74.3438
72.5975,1.908,55.1843
46.8407,1.908,26.2268
94.5458,1.908,-23.6002
65.436,1.908,-13.8444
74.3825,1.908,-77.258
60.2605,1.908,-72.456
104.657,1.908,-71.6257
117.451,1.908,-44.1576
89.0147,1.908,-65.0681
77.0847,1.908,-33.6164
108.917,1.908,-113.725
89.7075,1.908,-123.375
86.232,1.908,-106.776
63.8795,1.908,-101.397
83.5168,1.908,9.57759
158.681,1.908,21.7414
169.964,1.908,-23.2218
140.313,1.908,-17.8468
138.541,1.908,35.6462
223.37,1.908,49.2858
250.855,1.908,9.37139
189.816,1.908,2.70331
215.136,1.908,35.7691
318.206,1.908,44.158
287.227,1.908,105.455
215.167,1.908,71.5314
207.874,1.908,101.014
149.354,1.908,99.046
246.882,1.908,143.918
295.573,1.908,220.148
209.906,1.908,168.874
344.913,1.908,189.967
194.148,1.908,146.267
149.881,1.908,164.129
288.608,1.908,278.969
296.589,1.908,340.842
227.024,1.908,241.346
205.302,1.908,203.719
181.193,1.908,254.227
119.545,1.908,181.516
119.581,1.908,133.877
87.7756,1.908,118.763
71.9238,1.908,123.214
111.395,1.908,218.653
174.037,1.908,225.556
81.7562,1.908,162.558
177.433,1.908,273.817
271.439,1.908,412.355
81.281,1.908,261.91
56.6815,1.908,199.749
30.5529,1.908,262.342
24.4933,1.908,207.894
-21.1027,1.908,246.844
-20.3115,1.908,186.511
-53.5611,1.908,186.139
29.4526,1.908,164.961
2.79708,1.908,246.832
42.9754,1.908,333.467
150.926,1.908,339.164
163.644,1.908,429.203
101.387,1.908,368.369
62.6296,1.908,278.803
15.7074,1.908,398.599
-12.8587,1.908,336.595
-49.6792,1.908,330.605
-40.6199,1.908,258.364
-112.84,1.908,215.093
-102.402,1.908,349.484
-62.1833,1.908,298.382
-87.8359,1.908,248.972
-174.982,1.908,391.531
-72.9123,1.908,447.653
-152.121,1.908,467.466
-136.009,1.908,330.411
-185.916,1.908,265.789
41.3019,1.908,130.149
33.1856,1.908,151.916
50.0366,1.908,121.39
45.6036,1.908,-119.045
28.3457,1.908,-88.7008
18.0087,1.908,-101.78
26.4405,1.908,-126.441
7.18556,1.908,-109.616
88.5346,1.908,-166.588
96.0629,1.908,-212.726
58.9321,1.908,-179.114
54.3588,1.908,-157.858
91.0191,1.908,-151.013
203.928,1.908,-208.195
238.649,1.908,-162.868
178.21,1.908,-176.169
172.935,1.908,-228.123
206.024,1.908,-283.728
145.721,1.908,-223.652
119.908,1.908,-202.036
168.76,1.908,-199.989
172.023,1.908,-154.254
262.528,1.908,-131.567
189.606,1.908,-118.819
153.32,1.908,-98.2689
246.436,1.908,-81.0837
205.394,1.908,-59.9279
261.85,1.908,-27.3649
156.662,1.908,-297.553
90.4751,1.908,-238.304
52.3282,1.908,-201.689
10.3859,1.908,-156.57
-21.1367,1.908,-150.037
-5.54775,1.908,-125.593
-31.8211,1.908,-114.173
-68.5432,1.908,-176.218
-26.0845,1.908,-222.521
-45.0107,1.908,-168.104
-104.618,1.908,-145.023
-169.301,1.908,-179.267
-117.68,1.908,-215.449
-77.7567,1.908,-146.829
-126.366,1.908,-118.441
-142.836,1.908,-107.411
-93.2499,1.908,-106.936
-56.2274,1.908,-114.461
-217.349,1.908,-82.5309
-155.547,1.908,-66.1856
-217.358,1.908,-138.217
-166.274,1.908,-149.399
-129.346,1.908,-81.4709
-166.683,1.908,-31.4377
-192.498,1.908,7.26979
-203.594,1.908,49.7353
-173.151,1.908,152.146
-137.153,1.908,88.336
-203.369,1.908,92.0124
-170.122,1.908,54.6934
-159.24,1.908,-2.6625
-147.141,1.908,31.067
-124.832,1.908,-25.9775
-242.521,1.908,-40.5564
-232.842,1.908,-106.007
-366.542,1.908,-126.38
-379.553,1.908,21.2349
-303.923,1.908,28.2198
-285.734,1.908,-3.33623
-397.495,1.908,-17.4179
-441.635,1.908,116.019
-341.106,1.908,104.063
-487.436,1.908,281.3
-350.306,1.908,231.882
-334.388,1.908,147.908
-278.888,1.908,247.699
-272.866,1.908,176.406
-439.335,1.908,353.461
-283.052,1.908,306.013
-229.145,1.908,182.64
-108.304,1.908,-59.2357
-140.333,1.908,203.474
-139.814,1.908,154.716
-200.358,1.908,363.197
-238.403,1.908,322.995
-409.706,1.908,372.657
-400.765,1.908,-302.741
-312.54,1.908,-325.925
-351.37,1.908,-237.472
-205.563,1.908,-245.055
-292.299,1.908,-420.035
-202.999,1.908,-264.205
-196.144,1.908,-421.012
-134.455,1.908,-307.8
-96.2982,1.908,-297.211
-86.4419,1.908,-251.529
50.2715,1.908,-346.83
18.1347,1.908,-250.843
-65.9048,1.908,-411.857
-0.0933087,1.908,-338.343
-57.467,1.908,-308.174
201.069,1.908,-479.253
65.5614,1.908,-290.276
321.612,1.908,-339.318
154.619,1.908,-172.778
