-15.7119,2,-3.36726
-16.7415,2,-5.38009
-17.3271,2,-8.47524
-18.9673,2,-6.12298
-19.1745,2,-9.76713
-21.1725,2,-7.42432
-20.4858,2,-11.267
-19.156,2,-14.0865
-21.4691,2,-13.4207
-22.8468,2,-11.0028
-23.3342,2,-15.7876
-25.9843,2,-14.2716
-24.0373,2,-17.2638
-25.5781,2,-18.9264
-28.7938,2,-16.0715
-27.9688,2,-18.8373
-31.7487,2,-18.745
-29.9585,2,-20.393
-33.1816,2,-20.2662
-30.8952,2,-16.6518
-23.611,2,-11.7631
-24.7149,2,-11.6932
-25.5863,2,-15.2275
-24.1609,2,-19.3912
-28.1184,2,-20.3152
-35.0908,2,-20.8966
-41.1254,2,-23.0458
-37.9372,2,-21.4541
-41.652,2,-18.8437
-36.5114,3,-14.36
-27.1613,3,-8.94312
-25.3152,4,0.713106
-20.7486,2,3.78195
-16.1783,2,4.48234
-18.7256,2,-0.764515
-21.0042,2,-2.37758
-16.086,2,10.8728
-9.88153,2,16.2409
-11.0344,2,19.0199
-12.0373,2,13.4995
-14.1623,2,15.012
-12.4326,3,23.0966
-15.1795,3,22.2764
-19.9169,3,16.8677
-22.6619,3,12.662
-22.4796,4,25.9816
-26.5618,4,17.7875
-29.4411,4,10.353
-32.2246,5,14.32
-28.0232,5,22.7895
-31.5865,6,27.2227
-35.2033,6,19.024
-38.0697,6,12.1922
-39.4596,6,7.25518
-35.8646,5,-3.08723
-42.2499,5,2.011
-46.4266,4,-4.35598
-40.181,3,-13.3304
-48.8324,3,-9.11523
-54.6012,3,-2.34123
-56.2325,3,3.56509
-14.4029,2,-13.2797
-18.6501,2,-23.3863
-13.9597,2,-27.3762
-22.8522,2,-24.2967
-21.4081,2,-29.5453
-17.5553,2,-34.1022
-21.3641,2,-36.0945
-28.9084,2,-30.0538
-24.4373,2,-29.5749
-25.1091,2,-33.8532
-22.0237,2,-37.6625
-26.3665,2,-38.4622
-29.8056,2,-34.6912
-34.6042,2,-30.9967
-34.5969,2,-28.2291
-37.8777,2,-32.3705
-34.6873,2,-40.2142
-31.9788,2,-44.6466
-45.3656,2,-38.7937
-47.2898,2,-32.895
-57.0321,2,-15.5997
-60.0949,2,-5.92306
-61.5196,2,0.801103
-53.4561,3,-9.60934
-15.3328,2,-21.9806
-11.7546,2,-18.7558
-11.7762,2,-20.8893
-7.09387,2,-19.2583
-8.33193,2,-19.593
-4.02905,2,-21.2767
-1.83928,2,-16.0393
2.03556,2,-20.3371
6.28222,2,-23.3555
7.87028,2,-16.0783
12.069,2,-17.4511
-1.43925,3,-27.2861
-3.95116,4,-34.3278
-1.35497,5,-36.6603
-1.57011,6,-41.6688
-3.73343,6,-43.9617
-2.93957,7,-41.6834
-5.07027,6,-43.4858
-9.39429,5,-46.3694
-13.5445,3,-47.482
-12.2332,3,-41.5689
-7.94887,3,-29.9167
-14.7088,2,-35.7402
-18.7902,2,-44.4179
-25.2101,2,-44.7757
-31.618,2,-38.9912
-39.6792,2,-36.376
6.74297,2,-11.7537
3.03829,2,-13.8339
6.4294,2,-15.9807
5.81489,2,-20.3783
0.267497,2,-20.1728
-0.276244,2,-17.2122
-6.70528,2,-21.368
-2.81589,2,-23.2323
3.21094,2,-22.4852
3.60536,2,-27.2312
9.33069,2,-24.8024
14.317,2,-19.2142
18.0941,2,-10.6534
13.853,2,-9.41242
20.4593,2,-3.29655
22.865,2,-8.49299
17.0094,2,-16.6064
17.0916,2,-23.1698
13.2518,2,-25.1113
9.73792,2,-27.9067
12.2644,2,-19.8164
15.6667,2,-12.1489
12.1677,2,-11.6134
10.3434,2,-16.4566
21.9354,2,-14.8917
25.0171,2,-22.217
16.5616,2,-27.8776
30.7115,2,-28.1706
36.9459,2,-18.8946
32.4331,2,-32.0757
17.5717,3,-43.1734
10.7688,4,-48.1652
3.1656,5,-46.5718
1.82841,6,-44.2205
9.29992,4,-39.7843
15.4973,3,-38.4957
22.1477,2,-30.5876
19.2439,2,-30.1434
15.1979,3,-36.7499
26.776,2,-32.8847
30.3044,2,-23.0262
34.9585,2,-12.791
28.9332,2,-14.4586
13.8132,2,-2.73348
16.2432,2,-5.64628
